Q9VUR1	Q92759
Q8R418	Q9NRR4	Q9VCU9
Q9VNG0	Q6P2C8
Q9VA48	P05155
Q9I7S4	Q86RS9	Q96FS4
Q95Y72	Q9VM46	P60896
Q9VXV6	O15126
P42336	O35904
Q9VR83	Q9NR99
Q9VYT1	O01902	Q969J3
Q9VAX8	O17944	Q15029
Q80U70	Q15022
Q7PLT4	Q99595
Q9VJC5	Q7Z4T9
O08908	Q7JVF1	P62993
P17553	P56705
Q24173	B7WNB0
Q8T3Y2	Q8WWT9
Q9VWB4	O75830
O88509	Q9UBC3
Q9VZ97	Q9Y4R7
Q18538	Q9VQA7	Q4G1C9
Q9Z2D6	E1B2J3
P98080	Q9VFF0	O75439
Q8BSK8	Q9BQI3	Q07407
O02073	Q99593
G5ECF0	Q8MQW8	Q13671
Q8BG60	Q8SYU5	Q20232	Q96B67
Q9D030	Q10574	O60682	O18374
P02089	P02042
Q8C2K1	Q9VMI6	Q9HB21
A0A0A0MSR2	Q02645-2	Q9U9K0
O17590	Q9VTW2	Q9NRR6
P91253	P28161
H2L026	O35615	Q9UKS7
Q68G74	Q9VL21
Q93696	Q03013
Q60520	O17142	Q96ST3
Q9VW85	Q22354	O15085
Q9VMH0	Q6NUS6
Q9NWR8	Q8IQ70	Q21121
Q9VP52	Q9NQF3
Q9VWP5	P29374
Q15831	Q21017	O61267	O35942
Q9H361	Q04047	Q8I7K5
O14867	Q9VEN5	Q9N5P9
Q9VVT8	Q96CM8
Q965M5	Q9VH62	Q8N5I3
Q9W2T3	Q7L8L6
Q2XYK6	Q9N3C8	Q8N4G2
P20348	Q6FIE5
Q99NH2	Q8TBB1	G5ECZ8	O96782
Q22805	P22293	Q8N5P1
Q8VCC8	Q8WZA2
O62252	Q9VTC4	Q9Y3D0
Q8SXR2	Q9XWF2
P19397	Q7K010
Q9VUD8	Q9P2E9
Q9N3C6	Q9VL91	Q7TSH3	Q6P2D0
Q18066	Q9VPZ7	Q9HCJ2
A0A024R4S4	Q9VH18
P25867	Q96FI0
Q18624	Q9Y692
Q9VCB1	Q86YD1
Q9VTZ1	Q17581	O95696
Q7K2L4	Q99895
O96681	O15031
Q8K419	G5EBV4	Q3B8N2
Q8ING0	P09093
P0CG71	Q86XD8
O77438	Q9ULV1
Q9W092	Q12889
Q9H0C8	P49594
Q24474	P22626
Q9VZS6	O60906
Q8MSW1	Q6IN85
Q22708	Q9W0D6	P52597
P12694	Q9W4H6	Q4A1S8
Q9CW46	P16914	Q9UHX1	Q20084
Q9VW66	O16305	P37235
B9WRT9	Q9VS29	O95428
Q9W0C7	Q53FT3
Q92917	Q9VES0	Q21924
Q7K2N1	Q5JST6
Q9VGN8	Q19202
Q9VP04	Q53FV1
P91664	P01108	P61244	G5EEH5
Q9VRV4	Q9C0G0
P47948	O75340
Q18477	Q92769
Q9XW26	O15060	Q8IG96
Q9VEP4	G5EDG6	P12111
Q9W1H5	Q9NPI6
Q9VLP5	Q03518
Q9VXM4	O00264
Q8IUG5	Q9QZZ4	Q9VZ45	P12844
P15533	Q86WT6
Q09501	Q03252
Q9VPM1	Q6P1R4
Q9VIL0	Q96Q05
Q8CG79	Q86PC3	Q5TZF3
Q9NAC5	Q9NRG0
P34082	Q8TD84
Q9VUM3	Q9Y282
Q6PDX6	Q9VCV3	Q5VTB9
Q93572	P05388
Q9W3Y3	Q9HB71
Q9W3F6	Q13867
Q9VT44	Q8WUT4
Q93705	Q9HAK2
Q6RFH8	Q9W1U7
Q9NQ86	Q19818	Q62318	Q9W378
P29613	P60174
Q9QWV9	Q8N1B3	O17144
Q9VYR0	Q3MHD2
Q9V9R6	Q13099
Q9VRS9	P20231
Q9W0A0	O75095
Q17345	Q96IQ6
Q09287	Q7JUX9	Q8TBZ6
Q8IQQ4	Q5T7V8
O62213	P16989
Q9VHV3	Q86UN2
Q9VZ81	Q9UQ13
O45241	Q9VP65	Q9UI30
Q7K126	O75175
O45489	Q8NDY6
Q91Z61	Q9VP48	O01577	Q96HU8
Q60641	Q92731	Q24143	Q22297
Q17905	Q92753
Q8IP97	P34453	P40855
Q9W3J2	P17020
Q9XYU1	P33992
Q9VDN4	Q9NX65
P35222	Q10953	Q02248	P18824
Q9VEA2	A8JJR1	Q96JC1
Q4QQ01	Q9NUG6
Q9VHT3	B4DYC6
Q9QYH6	O15479
Q9VDY9	Q8BP92	O43852	Q18887
Q9CZL0	Q9I7K5	P49755
Q9VWN9	A7E2V4
Q8MKN0	O75208
Q9VSJ8	P91149	Q9UPT5
Q9W4Y0	Q96NT3
P17482	Q9VDF0	Q19937
Q19004	Q9VBR6	P10253
Q9N341	E9PZQ0	Q1KMD3
P11137	P10637	Q9W475	Q95QG4
Q7K490	Q9H069	O16366
Q9Y041	Q93099
Q8MRW9	Q76LX8
Q9U6B8	Q09232	Q96SN7
Q94524	Q19416	P63172
Q9U348	P0C862
Q9W3D5	G5EEG5	Q9P2G3
Q921C3	Q10051	A2RRH5
Q9W2M2-2	G5EC40
Q3ZCQ8	Q9VRG7	Q8T3G2
Q21691	Q9HCK5
P23572	Q00526	P11440
P35600	P35250
Q9Z2V6	Q9UQL6	Q8IR69
Q9VJI7	Q23543	Q9UK45
Q9N4Q7	P10588
Q8MRA3	O15389
P59823	Q9VUN0	Q9N5Z3	O60938
O60784	Q9XTL2	O01498
G5EFX8	Q9NZN8
O02323	Q96R05
Q9VEP9	Q8IWX8
B1AZP2	Q9Y2H0
Q9VGD6	P62256
Q7KKH3	Q9NVU7
Q19953	Q8I8V0	A0A024R0Y4
Q9VN86	Q9GZE9
Q9VK85	Q95XR0	P49411
Q9VK25	Q18524
P20482	P34707	Q14494
Q9VQ91	Q8NHU6
Q8BKX1	Q8IQE6	Q9UQB8
Q9VD23	O17835	V9HWB8
Q9VVY4	Q09374	Q9Y3Z3
Q96IT1	Q9N5S3	Q9VJN5
Q9VHS8	Q18212	P26196
G4SLH0	P05130	Q9NYY3
Q9NPF5	Q7K3D8	A8XQE0
Q24576	Q78XY9	P91057	Q5U5U6
Q9BZS1	Q17381	Q02360	O88470
P36241	O02639	P84098
Q22678	P39768	P57682
Q9VRN1	Q9HD45
Q5BI79	Q02410	O17583	B2RUJ5
P04049	Q5S006	P50488
Q9VZS1	O75688
Q53GZ6	Q05036
Q6PDM2	Q9VAC9	Q23120	Q9BWF3
Q8IMM9	Q9U3L0
Q9V4Y0	Q9P2J2
Q9BZE4	Q9V411	O44411
Q18250	Q9H5H4	P39770	Q03172
Q9HD26	Q93646	Q61234	Q8SX22
P08124	O88207	P08120	P08572
P11438	Q9V9S0	P34810
Q9TZA6	Q9W579	Q8NC69
Q9NFV5	P01031
Q8CHG3	Q8IWJ2
Q7JVH6	P14550
P35235	P23470
Q9VRL1	Q15819
Q9V9V9	Q9BTE0
O35450	Q9NZN9	Q9VYT2
Q9N3X2	P22090
P28574	Q99583
Q9VNX8	Q9BY44
Q9VF04	Q08999
O96607	Q86YM7
Q9Y122	Q7Z5A4
Q9VL81	Q8MNT9	Q9NXW9
Q21191	Q9UPM9
Q7K3M5	B4DR88
Q9VXG6	A0A0C4DG94
O45539	Q13882	Q03137	P04412
Q9VL78	E5KN55
Q8SYG4	Q9H814
Q9VID4	P41846	Q9UH92
P22561	P52742
Q9VY91	Q61823	Q53EL6
Q18938	O43708
Q8WS23	P42773
Q9VP35	P05186
Q9V437	Q99633
Q19749	Q86YI5
Q8WYA6	Q9VHJ7	P91401
P56565	P23297
P34556	Q00535	P48609	P97377
Q9VBQ9	Q920D3	Q9H204
P54269	Q9BZI1
Q9VW28	G5EGG9
Q4V5A5	P17021
Q05783	P41848	Q08945
Q9GZT9	Q8SX21	G5EBV0
Q7JZ53	Q9NV31
Q9D0K2	Q9W058	Q09450	P55809
Q9V3C4	Q13838
Q9VSZ1	Q6ZVM7
O16682	Q86XT4
Q8MQR5	P08575
Q9V6X7	Q9H488
Q96S53	Q9D2Y4	Q9Y1A8
Q8N7G1	Q9W004	O61217
Q9VI70	Q9HCN4	Q9XW68
P23927	G5EF99	A8KAH6
Q9NGT3	Q13257
O35845	Q56A76
Q9QZH6	Q9U6M0	Q9N580	Q9BQ95
O88522	Q96CV9
P91918	Q9W087	Q9BRA0
O77434	Q94241	Q96IW7
Q9VBP2	O75901
Q01842	H2KYY1	P50548
Q9VZU1	O43313
O44448	Q6IQ43
Q9XWC9	Q9H3L0
Q22347	Q92947
Q9UPW5	Q9VY99	Q09296
P35992	P18433	B0V2N1	Q95Y26
Q7KND8	Q9Y6D9
Q9VSZ3	A0A024RCN4
O61845	Q6PDQ2	Q9W1A8	P51531
Q86B47	Q9UMR2
Q9Y0Z1	Q6P4R8
Q9V3Z7	Q9H993
A0AQH0	P28062
P02825	A8K5I0	P48722	P27420
Q9XTZ2	Q8WUA2
P25822	Q09487	Q8TB72
P50887	P35268
Q6ZQG6	Q7JUR5	Q6ZN11
Q7KK90	P30711
P52821	P48588	P62851
Q9VCR3	Q08629
Q9VDG5	O60721
Q19537	Q24492	P27694
Q04683	P51677	Q9VFW6
Q20952	Q96D30
Q9VC28	P91154	Q9Y221
P51807	Q8WW35
Q19781	O14734
Q9VLP3	Q9U1X4	P47224
Q9VH36	Q96SW2
P34056	Q19863	Q92481
Q9VSK3	O75534
Q9VWA7	Q9P2N4
Q21049	Q9VU88	Q8ND30
Q16595	Q9W385	Q9TY03
Q7K0W0	Q6PIK7
Q9NTK5	Q8SWU7	P91917
Q8INX3	Q9BVW5
Q9VXN1	O95164
Q7JL62	Q9W525	Q9UHY8
Q9TZ93	Q9TVQ5	P63272
A1ZAA5	Q17994	P00505
O89110	Q8IRY7	P42573	P55210
Q9VL58	Q8IYU2	G5EDN8
Q07890	G5EDB9
Q80WE4	Q7JMZ1	Q8MQ68	Q8NI77
P46414	Q96TE0
Q9VAA1	Q8WV28
Q8IRZ1	Q9UIF3
O16102	O14647
Q9V3M2	Q70Z53
Q9VB08	O35730	Q99496
Q9VWF2	Q92785
Q7JR08	P78413
Q21024	O60930
Q9VYG3	Q96KA5
Q9W205	Q9UPN3
P24456	P90771	P33260
Q9NB72	Q00403
Q62210	Q13490	O44624
Q8K2T8	P90783	Q8N7H5
Q96G21	Q95SD3	O62518
O96989	O75419
O62198	Q6P1S2
P84249	Q9U281	Q6NXT2
Q09289	Q7K2G1	Q16186
Q7K2X1	Q9BWF2
O76050	Q7JP65	Q923S6	P29503-3
Q18511	Q8MSW4	Q9NRN9
O16048	P28738	Q02241
Q9W5W9	Q7L622
O01382	P55211
Q8MQ52	Q9VL73	A9UHW6
Q9U252	Q86B98	Q8TF01
Q9EQQ9	O60502
Q9DC33	O94900	Q9XVG8
Q6NN85	Q68J44
Q9VKD3	Q9Y697
Q9VRS4	P12544
Q60770	Q9VHB5	P34260	O00186
O16299	P46460	Q961H1	Q8IYT4
A4D1E9	P32234	O45691
Q9VZU2	Q5VTY9
Q23536	Q9W2S2
Q9WUA3	P52034	P08237
Q9VS37	G5EG38	Q13042
O61231	Q09533	P27635
O00519	Q9VHV9	Q8I4C5
Q9V9R2	Q17391	Q13618
A1ZAN7	Q9NZN5
Q9W3G0	Q969N2
O00560	O08992
Q59E36	Q18919	Q8IZ40
P22605	O17932	P51843	P16375
P13020	Q0E8J1	O95425
Q8SY59	Q6ISB3
G5ECW9	Q6IQ26
Q9V3J6	Q965X4
Q9VMW8	O75352
Q9VCN3	P00367
O76371	P62191	Q9VTQ9
Q9VSH3	P55061
Q9W2U2	Q96II8
Q9VTU2	O43674
Q9VBL3	Q5HYH7
Q9VBH7	Q9BVS5
Q6A573	Q9Y0S9	Q9BX66	Q8R550
Q10943	Q9VHV5	Q9NXU5
Q7KTX7	P0CG48
Q8BWG8	P15372	P10523
Q09442	P48809	Q86U06
Q9VA66	Q9UL52
Q13526	P54353
P67870	P28548	O96863
Q9VV42	Q10130	P37058
Q8SYN0	O15182
O95819	Q9XTC6	O97143
Q96J92	Q9V422	Q21038
Q24560	P68369	P07437
Q19211	Q7K0L4	Q2TAY7
Q9VEH3	Q9H2Y7
P41779	P55347
Q922Q8	Q8N1G4
Q9VC48	P53582
P09491	P67936
Q7KPG8	P51948
Q7K1V5	Q8N5M9
Q9VR54	Q8TEY7
Q21036	Q8IY63
Q7YU66	Q96SB8
Q15050	Q8I937	Q9XVT0
Q9W3I9	Q60803	O00463
Q9VQI2	Q86UD3
Q9VC49	P62875
Q9VYS8	Q9HCE9
Q64092	H2KZZ2	P19532
Q12986	P40798	Q18034
Q5VZM2	Q9VHJ4	Q22743
P50534	Q9HCI7
Q9Y149	Q96RN5
Q8BUK6	F3Y5P4	Q3V6T2
Q9VUB4	Q9BTE2
Q9I7I0	P24864
Q7JVK6	Q15631
P35602	Q8WXE9
Q9VH60	Q94251	Q86XK2
Q19955	Q9NFR7	P81274
Q95S19	P29401
Q9VIH1	Q95Y97	P15927
Q960T6	Q66GS9
O35381	Q9V4Q8	Q92688
Q9VM35	Q7Z7E8
Q7K5M6	Q9JHL1	G5EC64	Q96L92
Q9VMJ1	Q9Y3A4
Q9VIV0	Q9NR81
Q9VK34	Q9NXA8
Q9QYK7	Q17573	Q9Y225
Q8CIE6	A1Z898	P54198
Q9VY55	O60888
Q8IPV3	O95255
Q9W5N2	O17570	P63173
Q9VYH1	Q9TYS3	P02794	P29391
P23812	A0A0G2JQ02	Q22459	Q9V490
G5ED14	P23758	Q02548
Q9V3Y2	Q8WTY4	P41847	Q6FI81
Q9W1X9	Q9NX40
P23757	P47239	Q3KNR5
O17432	Q23546	O94768
P68510	P63104	P29310
Q96JJ3	Q9VKB2	Q8STE5	Q8BHL5
Q9VGF5	Q8N357
P47869	Q8SWZ1	Q22741
Q9VPD2	Q9Y5Y2
Q9V4S8	Q9UBW8
Q9VSQ1	O61701	Q6DCB0
Q23192	Q9VSY4	Q5SQI0
Q5BI03	Q9U2D8	Q86TI0
P81183	Q94178	Q9VKC4	Q96JP5
P18491	P41136	Q02363
P26231	P26232	Q9W1F1	G8JYB2
Q9WV31	Q7LC44
O75461	Q61501	Q9U289	Q27368
Q20228	P55935	P46781
Q27606	Q27518	Q02318
G5EEM0	P20153
Q61179	Q00978
Q9VX25	Q712K3
Q8SYM5	O15244
Q24567	Q96CW9
Q61140	Q8WUF5
Q9VAZ1	Q9ULW6
Q8MSV4	O60568
P08099	P29371
Q9W125	Q9BL03
Q8INE2	H2KYH4	Q5EBL2
P23368	Q9VB69	Q9U296
G5EFV8	Q9VMQ8	Q8N1B4
O45687	Q9HCJ6
Q09543	P36179	P30153
P28481	Q23628	P39059
Q5U154	O17328	O15375
O60479	Q21578
Q9VNH5	Q96C86
Q7K4I5	O94888
Q9VK14	Q95005	O14818
P80303	Q9VVK7	Q86RT3
Q9VP68	G5EDW8
Q9BYU1	O46339	Q45EK2
Q9D1P2	O02193	Q92794
P10735	Q19877	O15235
P29754	O00155
O45303	Q8SX78	Q9Y234
Q9NUB1	A1Z8Z9	O16481
Q13480	Q9Z1S8	Q9VZZ9
Q6UXN7	Q95RF6	Q19766
Q15544	P49906	Q20563
Q9VBX3	Q8NC51
P51532	O97159	Q09XV5
Q92841	Q501J6	Q95XY1
O70172	P48426
Q8T008	P21589
Q62219	P25800	P20271
O18152	Q8C8R3	Q9I7J2	Q9NXR5
Q9VF53	P47989
Q9VU43	Q8IYB3
Q20340	Q9BV57
Q9I7X6	O62483	Q8N4J0
Q9VY44	O75319
Q61735	Q08722
Q9VFT3	O43347
Q9VKM3	O75964
P51159	O76901	Q9ERI2	G5EBS5
Q16875	Q9VWH7	Q9N590
Q24372	Q96NY8
Q15834	Q9VQK1	H2KYP0
G5EE07	Q8MLW7	P17861
P35998	P54812	Q7KMQ0
O54992	Q9V9X8	P34331	P22455
O76572	Q6ZNL6
G5EEV6	Q24568	O09118	O95631
Q9BQY4	Q22909	O77215
Q9JHI9	Q9NP59
Q9W3J0	Q86XU0
Q9VCH9	H0YHG0
Q8T0G4	Q19370	P42331
P48065	Q8IRU1	Q61327	O76689
Q9VKX6	Q6EMK4
Q9VWD5	Q9H3P7
Q9NJH7	G5EGT7	Q8N5A0
Q8T921	Q15650
Q7JW00	P15954
Q7KTA1	P35555
P56477	O14896
A8JUV7	Q1RMC8
P91857	Q91V41	Q9NP90
Q9V3E3	Q22623
Q8R0H9	O75886
G5EGP8	Q9UBR2
Q0IGT7	G5EFY5	P31268
P23645	Q13520
Q867Z4	K8F7T2	Q8N4I8
Q7KU90	Q9BI71	Q9Y6I3
P29699	Q9UGM5
Q9VEA0	P57727
Q4JFI0	Q70SY1
Q7YZ95	Q20367	Q9Y2K7
Q21313	Q9VW71	Q9UN70
Q8T987	Q9H7P9
Q8R182	P35005	P00734
Q9VZL3	Q9N5Y2	P31213
Q17417	Q99715
P41593	Q9VYH9	P32241
P09017	P10181
P05389	Q9U1X9	P05387
Q9W0H9	Q8I100	Q9UJ41
A2A6Q5	Q9N593	Q9UJX2
P35568	P35569	Q9XTN2
Q9VJW8	Q9BYT1	Q8VCL5	Q10046
Q18821	Q06141
Q64511	Q02880
Q9VRU0	Q5NV56
P40694	Q9P2E3
Q8SZ46	Q9TYR0	Q8TC12
Q9W0T1	Q15059	Q95Y80
P38979	P46769
Q61483	O95967	P10040	O77469
Q9DBH5	Q9V3A8	Q22170	P49257
Q9NAH3	O95400
Q95QI2	Q9UPQ0
O35681	Q9VBY8	O14795
O45734	O60911
Q9H1D9	Q9VD25	P91529
Q9W167	P28566
Q27371	P19351	P45379
P35241	H2KYX2	Q9VFU8	P26040
Q9XWR0	Q9JMH9	Q9VC45	Q8IZT6
P62140	P34430
P48598	O60573
Q8MQJ6	Q9P273
P63028	Q9VGS2	Q5W0H4
Q7K173	P08236
Q9VCB9	Q9H446
Q9VUW2	O14732
Q94261	Q7JVI3	Q7L2H7
Q03157	Q96Q06	Q10651
P34638	Q9VZP3	P20248
Q9VVT2	Q86YT5
O02173	Q9VUZ1	P0DI81
Q8BX46	P12757
Q9VFB3	Q9R144	Q9U2X0	P55345
P04920	Q8IQD6	G5EGB9
Q9W1A0	G5EFI7
Q9H6Y7	Q9DBU5	Q9VGI6
P49720	Q9XYN7	Q23237
Q9W4F6	Q9NP50
A8JUV0	A3KN83
Q9N3F7	Q96K80
P35436	Q05586
P97303	O43829	G5ED84	Q8T3L3
G5ECP4	O61661
Q5VTD9	Q8ST83	V6CKC3
Q8T8Y3	Q22922
G5EFA5	Q99814	Q24119	Q61045
Q24314	Q9P253
Q9Z1F9	Q9VYY3	Q9GZZ9
Q9TXQ9	Q7JRJ1	Q96CJ1
Q9VD63	Q9P258
P19785	P28702	P49869	H2KZU4
Q24338	Q921E6	Q9GYS1	O75530
Q9D8C6	Q9BI74	Q9P086
Q9W2F9	Q18986	Q96SI1
C9JFF0	Q8MQ20
A1Z7G6	Q15485
O44253	Q13275
Q7JW73	Q9N4A9
Q9W0E2	Q8NI37
Q9VF73	P23508
Q09582	Q99707
Q9VPJ1	Q9Y2E8
P39429	Q9UAC4	Q13114
Q01546	P05784	P90901
G5EBJ7	P09467
Q9VKX4	Q9Y2R9
P04970	Q9NZ23
Q9BYC5	Q9VYV5	G5EFE7
O54709	Q20665	Q96GW7
G5EFG9	Q9W255	Q60749	Q07666
Q9VFP6	Q23493	P49441
O18353	Q9U3E2	Q86U70
O44122	Q9BRR0
P05084	Q61164	P49711
P28167	V6CLN5	Q9UPM6
O16271	Q53TN4
Q9VS60	Q9U3D4	Q8NHU3
P62737	Q7K012	Q9NA98	O94805
Q9U238	Q7KLX3	P51571
Q9V9U7	O75347
Q9NF11	P00492
Q9VTH9	O45781	Q15056
O14777	Q9D0F1	Q17635
Q9VKQ8	P34546	P27449
Q960S0	Q20681	Q9NVX7
Q06187	G5EDF7	Q9VEH1
O76071	Q7K1Y4	Q9XW12
Q4VAC9	Q86VW0
P13706	P34517
O76910	Q8NAM6
P70211	P43146	Q94538	G5EGA4
Q17744	Q9Y5P8
Q6VY07	Q9VCE7	Q95QA3
Q7K330	Q9NP91
Q96PQ6	Q9BLC4	P23803
Q20848	Q53H96
P55197	Q9VI61	P34447
Q9VY92	Q6YN16
Q9VDV5	G5EEI9	O15245
E9Q9K8	Q5BKU8
Q9NYL4	P26883	P54397
Q9W568	P07585
O96610	Q96EF0
P23804	Q00987
P54622	P34496	Q04837
P62380	P32085	P29037	P20227
Q9VWZ1	O75528
Q16778	P02283	Q27484
G5ECT8	Q9VD99
Q9W200	Q8TD86
O55042	P37840
P68366	P42271	P34690
Q9V3Z1	Q16566
Q9VEF5	Q8WYH8
Q9VMJ7	Q8TDI0
Q9Y1A7	Q9NS82
Q9U4G5	Q96S65
Q9V5P6	Q9NPE3
Q18967	Q9VN50	O00303
P26686	Q13242
P47947	Q9BXU9
Q91YI6	Q09409	Q9H6E5
Q0IGR3	B2RXF5
O43684	Q9VAJ2	Q9XWH0
A1ZBW6	Q22705	Q96BK5
Q9V3B8	O75346
Q9XU67	Q8WXF0
O75865	Q9VF82	Q9XU81
P35363	Q9VN38	Q9XXU4	P08908
P39019	P39018	O18650
Q9VRP4	Q8WVC6
P60335	Q17935	Q96I24
P09405	Q6IA98
Q9VNK5	Q21432
Q9U1L3	Q8N609
Q9N5U1	Q9XTL9	P11217
Q9VEP1	Q9N5N9	Q9UET6
O17641	P12110
Q9VG23	Q12798
Q95XG7	Q8N100	Q9Y0A7
P34305	Q9VR29	O43143
P08226	P02647
P48725	Q400N1	O95613
Q9VAR6	Q86TC9
Q960P7	A5JYT9	A0A0G2JN84
P33244	P48281	Q14994	P41828
A1Z7Q7	Q18610	Q96SE0
Q9W4L5	Q9BX70
Q80UP3	Q9VCF2	Q86XP1
P09083	O08686	Q02962	Q93246
Q9VQ93	Q9H4A6
Q60838	H2KZ17	O14640
Q91VE6	Q9BYG3	Q8SYV4
Q9GYU7	Q9BTT4
Q61817	P29747	Q68CJ9	O44743
Q9VQZ0	O02335	Q9BSR8
O14627	P34766	P07548
Q80TE2	P55283
P07713	O60383
Q9W1U1	Q9NDT1	Q2M1P5
Q3Y409	Q8NI08
P40796	Q659C4
Q9XTT9	O18413	P62195
Q8CHK4	Q960X4	Q8WYB5
Q9VEU2	Q9BUN8	Q93561
P31368	P41934	P78424
G5EGU6	Q9VI93
Q60787	Q13094
P81270	O01521	P11308
Q9NGC3	Q9EPJ9	Q9UPQ3
Q9V7P1	Q9Y5J1
O44113	Q12802
Q9VG79	O61710	P12955
O76861	Q9Y2W2
Q9BX40	Q9VTZ0	Q9XW17
Q11094	Q02577
O61722	O75365
P06603	O17921	Q13748
P49029	P49028	Q96A72
Q8MRK4	O14901
Q9VGV9	O95372
Q9VQT5	Q23456	Q96NZ8
A0A0U1RQE4	Q9VDI1	Q6AHQ8
Q9VMI8	H2KYX6
Q9VRQ4	Q08AH1
P19623	Q9VHA1	B4E3X6
Q9W3V5	Q20275	P41145
Q96MW7	P27790	Q9BL70
Q19951	Q64355	Q7JRD4	Q92968
Q9VLZ0	P01023
Q9W2P8	Q03014
Q8K2C6	Q9I7I7	Q8IXJ6
H2KZG6	Q9UKU7
Q95T77	Q8NBI2
Q9VAA9	P51858	P51859	Q5TYK5
Q9V3G1	Q9XVF7	P62917
P22557	O18680	P91079
Q9W4R1	Q9BVI4
P91622	Q02332	Q16654
Q7K2L7	P28676
G5EBY8	P12643
G5EDD5	Q9VPD4	Q8WV19
Q93062	Q01617	G5ECJ4
Q9VCE9	Q9TXH9	Q04323
Q9VUU5	Q64321	Q99676
Q9VZJ9	Q969V5
Q9CZW5	Q9VEV3	Q07617
G5EBZ4	Q8MLW2	Q6N074
P62081	Q9VA91	Q23312
Q13200	Q9GZH5	Q9VW54
Q86NL5	Q8IYA7
Q9I7I8	O01686	Q9H1P3
Q23422	P35247
Q95Q25	O43543
P25932	Q9H4T2
Q9UPN7	Q9VRV1	Q18696
G4LU05	Q9Y561
Q9W4D1	Q8IWF6
F8WE45	Q09506	Q9DBG9	Q9W0P4
P17028	O01960	Q8T053	B2RR24
Q9QZJ6	P55001
Q9V7N5	Q9Z1G3	P21283
Q93354	Q9VPN0	Q96IZ2
O02058	P48611	Q03393
Q24206	O94889
Q9VG84	P18858
Q9VT60	Q86YT6
Q8T030	Q8N5S9
Q00731	P49763
Q22253	Q7KMP8	Q9UNM6
Q17948	Q13362
Q9VE17	P09234
Q96SB4	Q9QZR5	Q7K306
G5EG76	Q27421	Q9H2D6
P30629	Q9W3A7	Q96C01
Q60795	Q16236
Q9VCY5	Q9HB03
Q8MQI6	A0A024R7E8
Q99323	Q99104	G5ECZ0	Q6PIF6
O18388	Q92973
Q7Z419	Q9VT94	O01964
P10923	P10451
P43432	Q14213
Q86M30	Q6FHM2	Q19433
Q9VRF3	Q9Y5A7
G5ED46	O94985
Q09397	Q13309
P70196	Q9UAC5	Q12933
O45080	P10180	P53564	P39880
P62136	P62137	P48727
Q5RJI5	Q9VX06	H2KZ80	Q96RR4
Q9VIB1	H2L069	Q9NZ94
Q9NZI6	Q3UNW5	P13002
Q9VWC0	Q8TBE0
P43332	Q9Y3B4
Q9U1U4	A1ZBR5	Q9H8T0
Q9VRD6	Q9UN86
P98083	Q92529	Q9TYT3	Q9VMJ4
Q7JW61	Q86UV5
Q7TMB8	Q7L576
Q9W396	P23198	V9HWG0
O96959	P05129
O96689	Q19325	O60216
Q7YTU4	Q96HE7
Q15369	P83940	Q7JWD6	Q9BKS1
P34183	P49590
Q99816	Q61187	Q9VVA7	O76258
O15020	A1Z9I9
Q9JJ00	O45799	Q9VT88	Q9NRY6
G5ECL3	Q15459
Q21921	Q9Y6E7
Q9VKV8	Q9Y6A4
Q8MQV4	I6L9E7
Q9V9Q2	Q2NKJ9
Q5VST9	A1Z9X4
Q9W3W8	Q9BL19	P18621
Q24213	Q92918	P00520
Q22053	Q9W1V3	P22087
Q61165	Q9VIF9	Q8IVB4
Q9VXN4	Q5T160
Q9EPL2	Q9V5N8	G5EFX6	Q9BYS8
Q9VTP1	Q9BT30
Q4V6Y7	Q8N9L1
P19784	P18334	P08181
Q96GX9	Q9VY93	Q23261
P54362	O95782
Q93568	Q9W1Y1	Q9Y3B6
Q9W1G7	Q6FI91	Q78ZA7	Q19007
P60900	P18053
G5EEH9	P52948
G5EC16	Q16637	P97801	Q9VV74
Q92908	B7WN96
Q95PE4	Q99547
Q24239	Q9UK39
Q64364	Q8N726
O17860	P34913
Q9NA30	Q9VPW2	Q9Y4P1
Q18662	Q9VAU5	Q96KQ7
Q9W0A9	Q6GVN4
Q93074	A2AGH6	Q9VW47
Q9VL68	P42126
P81133	O61543
Q9VHE0	G5ED42	O00180
Q95TU2	O43290
P91943	Q9NQB0	P27782	Q10666
Q9U3I4	Q9H4I9
Q3UKC1	Q86VP1
Q9VNG9	Q94222	Q9BXI6
Q9VG72	Q19820	Q9Y467
Q5U117	O01502	A0A0A0MT83
Q6P6L5	Q14324	Q9U308	Q9I7U4
P19253	Q9VNE9	Q27389	P40429
C2BR94	Q13769
Q99NH0	Q9NWX5
Q18211	Q92834
Q16774	Q8MR96
O45926	Q8WUE3
Q8MRC9	Q95ZJ1	Q8NCL4
Q9UJU6	Q9VWQ7
Q9VZR0	Q9NWW6
Q96MT3	Q9VVB8
Q9V9Y7	P35219	Q27504
Q15654	G5EEL1	Q8T0F5
Q9Y091	Q15007
Q9XZF0	Q96QA6
A0AV02	P55012	Q9VTW8
O75506	Q9VK90	Q9U3B7
Q9W1B5	Q9N5S8	Q86UL3
Q07436	Q96NE9
O96533	Q99638
Q9V3Y5	P49756
Q8SXM8	Q6PI48
Q9VC09	Q6PG48
Q9W236	Q96CF2
A0A0C4DH19	Q9VMC7	O01580
Q9VTR6	Q9H0J4
Q23670	P11388	Q01320	P15348
A2BH40	Q24573	Q68CP9
O44552	P30307	P20483
Q9VF70	Q17958	Q9BUL8
